id,cntry,country,sex,agea,yrbrn,mars_status,region_cat,education_level,main_activity,occupation,feel_income,born_in_cntry,citizen,minority_ethnic,left_right,church,hhmmb,locality,voted,backstory,dweight,pspwght,pweight,anweight,stratum,psu,response
24261,GB,United Kingdom,Female,26.0,1992.0,None of these (NEVER married or in legally registered civil partnership),UKG,"(Modern) Apprenticeship, Advanced (Modern) Apprenticeship, SVQ/NVQ/Key Skills Level 1 and 2, City and Guilds Craft/Inter","Unemployed, looking for job",Service and sales worker,Coping on present income,Yes,Yes,No,0.0,Never,2.0,Town or small city,Yes,"I am a female. I am 26 years old and I was born in 1992. I am never married or in a civil partnership. I am from West Midlands (England). I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is (Modern) Apprenticeship, Advanced (Modern) Apprenticeship, SVQ/NVQ/Key Skills Level 1 and 2, City and Guilds Craft/Inter. I finished my full-time education at age 25. In the last week I have mainly been unemployed, looking for job. My occupation is Shop sales assistants. I have never been a member of a trade union. My household income is in the 1st decile nationally. I would say that we are coping on present income. I would describe my general health as fair. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 6. On a scale from 0 to 10, my life satisfaction is 3. I meet socially with friends, relatives or colleagues several times a month. On a scale from 0 to 10, I believe most people can be trusted: 3. On a scale from 0 to 10, I believe most people try to be fair: 5. On a scale from 0 to 10, I believe most people try to be helpful: 6. I consider myself as belonging to a particular religion. On a scale from 0 to 10, I would rate my religiousness as 6. I am quite interested in politics. On a left (0) to right (10) political scale, I would place myself at 0. I voted in the last general election. I voted for Labour. On a scale from 0 to 10, my trust in parliament is 0. On a scale from 0 to 10, my trust in politicians is 0. I have not felt discriminated against in the last 12 months.",1.0187729597091677,1.891778945922852,2.4683315753936768,4.669537544250488,1422,12326,B
35974,GB,United Kingdom,Male,88.0,1930.0,None of these (NEVER married or in legally registered civil partnership),UKG,Other,Retired,Technician or associate professional,Living comfortably on present income,Yes,Yes,No,8.0,At least once a month,1.0,Town or small city,Yes,"I am a male. I am 88 years old and I was born in 1930. I am never married or in a civil partnership. I am from West Midlands (England). I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is Other. I finished my full-time education at age 14. In the last week I have mainly been retired. My occupation is Regulatory government associate professionals not elsewhere classified. I was previously a member of a trade union but am not now. My household income is in the 3rd decile nationally. I would say that we are living comfortably on present income. I would describe my general health as fair. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 9. On a scale from 0 to 10, my life satisfaction is 9. I meet socially with friends, relatives or colleagues several times a week. On a scale from 0 to 10, I believe most people can be trusted: 5. On a scale from 0 to 10, I believe most people try to be fair: 7. On a scale from 0 to 10, I believe most people try to be helpful: 5. I do not consider myself as belonging to any particular religion. On a scale from 0 to 10, I would rate my religiousness as 5. I am very interested in politics. On a left (0) to right (10) political scale, I would place myself at 8. I voted in the last general election. I voted for Conservative. On a scale from 0 to 10, my trust in parliament is 10. On a scale from 0 to 10, my trust in politicians is 5. I have not felt discriminated against in the last 12 months.",0.5093864798545837,0.5862358212471008,2.4683315753936768,1.4470243453979492,1417,12404,B
13599,GB,United Kingdom,Female,57.0,1961.0,,UKI,None of these,Paid work,Professional,Living comfortably on present income,No,No,No,,Never,3.0,Suburbs or outskirts of big city,No,"I am a female. I am 57 years old and I was born in 1961. I am single. I am from London. I was not born in this country. I am not a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is None of these. I finished my full-time education at age 19. In the last week I have mainly been paid work. My occupation is Legal, social and cultural professionals. I have never been a member of a trade union. My household income is in the 8th decile nationally. I would say that we are living comfortably on present income. I would describe my general health as fair. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 1. On a scale from 0 to 10, my life satisfaction is 6. I meet socially with friends, relatives or colleagues once a week. On a scale from 0 to 10, I believe most people can be trusted: 8. On a scale from 0 to 10, I believe most people try to be fair: 10. On a scale from 0 to 10, I believe most people try to be helpful: 2. I consider myself as belonging to a particular religion. On a scale from 0 to 10, I would rate my religiousness as 8. I am very interested in politics. I did not vote in the last general election. On a scale from 0 to 10, my trust in parliament is 0. On a scale from 0 to 10, my trust in politicians is 0. I have not felt discriminated against in the last 12 months.",1.528159499168396,1.5872846841812134,2.4683315753936768,3.91794490814209,1484,12421,A
51063,GB,United Kingdom,Male,59.0,1959.0,None of these (NEVER married or in legally registered civil partnership),UKI,"Vocational A-level (AVCE), GCE Applied A level, NVQ/SVQ Level 3, GNVQ/GSVQ Advanced, Edexcel/BTEC/BEC/TEC",Retired,Service and sales worker,Coping on present income,Yes,Yes,No,7.0,Never,1.0,Suburbs or outskirts of big city,Yes,"I am a male. I am 59 years old and I was born in 1959. I am never married or in a civil partnership. I am from London. I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is Vocational A-level (AVCE), GCE Applied A level, NVQ/SVQ Level 3, GNVQ/GSVQ Advanced, Edexcel/BTEC/BEC/TEC. I finished my full-time education at age 16. In the last week I have mainly been retired. My occupation is Personal service workers. I was previously a member of a trade union but am not now. My household income is in the 1st decile nationally. I would say that we are coping on present income. I would describe my general health as very bad. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 8. On a scale from 0 to 10, my life satisfaction is 3. I meet socially with friends, relatives or colleagues every day. On a scale from 0 to 10, I believe most people can be trusted: 7. On a scale from 0 to 10, I believe most people try to be fair: 7. On a scale from 0 to 10, I believe most people try to be helpful: 6. I do not consider myself as belonging to any particular religion. On a scale from 0 to 10, I would rate my religiousness as 0. I am hardly interested in politics. On a left (0) to right (10) political scale, I would place myself at 7. I voted in the last general election. I voted for Conservative. On a scale from 0 to 10, my trust in parliament is 2. On a scale from 0 to 10, my trust in politicians is 3. I have felt discriminated against in the last 12 months.",1.0187729597091677,0.9052268266677856,2.4683315753936768,2.2344000339508057,1474,12302,B
28514,GB,United Kingdom,Female,69.0,1949.0,Widowed / Civil partner died,UKJ,"Nursing certificate, Teacher training, HE Diploma, Edexcel/BTEC/BEC/TEC - Higher National Diploma (HND), OCR/RSA",Retired,Clerical support worker,Coping on present income,Yes,Yes,No,5.0,Never,1.0,Town or small city,No,"I am a female. I am 69 years old and I was born in 1949. I am Widowed / Civil partner died. I am from South East (England). I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is Nursing certificate, Teacher training, HE Diploma, Edexcel/BTEC/BEC/TEC - Higher National Diploma (HND), OCR/RSA. I finished my full-time education at age 15. In the last week I have mainly been retired. My occupation is Client information workers not elsewhere classified. I was previously a member of a trade union but am not now. My household income is in the 2nd decile nationally. I would say that we are coping on present income. I would describe my general health as fair. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 5. On a scale from 0 to 10, my life satisfaction is 5. I meet socially with friends, relatives or colleagues several times a month. On a scale from 0 to 10, I believe most people can be trusted: 5. On a scale from 0 to 10, I believe most people try to be fair: 8. On a scale from 0 to 10, I believe most people try to be helpful: 8. I consider myself as belonging to a particular religion. On a scale from 0 to 10, I would rate my religiousness as 5. I am hardly interested in politics. On a left (0) to right (10) political scale, I would place myself at 5. I did not vote in the last general election. On a scale from 0 to 10, my trust in parliament is 3. On a scale from 0 to 10, my trust in politicians is 2. I have felt discriminated against in the last 12 months.",0.5093864798545837,0.4299701750278473,2.4683315753936768,1.061308979988098,1505,12425,A
64104,GB,United Kingdom,Male,35.0,1984.0,None of these (NEVER married or in legally registered civil partnership),UKG,"3-4 year University/CNAA first Degree (BA, BSc., BEd., BEng. etc)",Paid work,Service and sales worker,Living comfortably on present income,Yes,Yes,No,5.0,Never,2.0,Country village,Yes,"I am a male. I am 35 years old and I was born in 1984. I am never married or in a civil partnership. I am from West Midlands (England). I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is 3-4 year University/CNAA first Degree (BA, BSc., BEd., BEng. etc). I finished my full-time education at age 23. In the last week I have mainly been paid work. My occupation is Protective services workers not elsewhere classified. I have never been a member of a trade union. I would say that we are living comfortably on present income. I would describe my general health as very good. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 9. On a scale from 0 to 10, my life satisfaction is 8. I meet socially with friends, relatives or colleagues several times a week. On a scale from 0 to 10, I believe most people can be trusted: 7. On a scale from 0 to 10, I believe most people try to be fair: 8. On a scale from 0 to 10, I believe most people try to be helpful: 6. I do not consider myself as belonging to any particular religion. On a scale from 0 to 10, I would rate my religiousness as 0. I am quite interested in politics. On a left (0) to right (10) political scale, I would place myself at 5. I voted in the last general election. I voted for Conservative. On a scale from 0 to 10, my trust in parliament is 7. On a scale from 0 to 10, my trust in politicians is 7. I have not felt discriminated against in the last 12 months.",1.0187729597091677,1.652136206626892,2.4683315753936768,4.078020095825195,1427,12407,B
69525,GB,United Kingdom,Male,47.0,1971.0,,UKE,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",Paid work,Manager,Living comfortably on present income,Yes,Yes,No,3.0,Less often,4.0,Suburbs or outskirts of big city,Yes,"I am a male. I am 47 years old and I was born in 1971. I am single. I am from Yorkshire and the Humber. I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates. I finished my full-time education at age 21. In the last week I have mainly been paid work. My occupation is Services managers not elsewhere classified. I have never been a member of a trade union. My household income is in the 10th decile nationally. I would say that we are living comfortably on present income. I would describe my general health as good. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 8. On a scale from 0 to 10, my life satisfaction is 8. I meet socially with friends, relatives or colleagues once a week. On a scale from 0 to 10, I believe most people can be trusted: 8. On a scale from 0 to 10, I believe most people try to be fair: 8. On a scale from 0 to 10, I believe most people try to be helpful: 8. I consider myself as belonging to a particular religion. On a scale from 0 to 10, I would rate my religiousness as 3. I am quite interested in politics. On a left (0) to right (10) political scale, I would place myself at 3. I voted in the last general election. I voted for Liberal Democrat. On a scale from 0 to 10, my trust in parliament is 8. On a scale from 0 to 10, my trust in politicians is 4. I have not felt discriminated against in the last 12 months.",1.0187729597091677,1.0297014713287354,2.4683315753936768,2.54164457321167,1585,12131,B
30530,GB,United Kingdom,Female,63.0,1956.0,Legally divorced / Civil partnership dissolved,UKM,None of these,Paid work,Service and sales worker,Coping on present income,Yes,Yes,No,7.0,Never,1.0,Country village,Yes,"I am a female. I am 63 years old and I was born in 1956. I am Legally divorced / Civil partnership dissolved. I am from Scotland. I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is None of these. I finished my full-time education at age 15. In the last week I have mainly been paid work. My occupation is Security guards. I have never been a member of a trade union. My household income is in the 5th decile nationally. I would say that we are coping on present income. I would describe my general health as fair. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 9. On a scale from 0 to 10, my life satisfaction is 10. I meet socially with friends, relatives or colleagues several times a month. On a scale from 0 to 10, I believe most people can be trusted: 7. On a scale from 0 to 10, I believe most people try to be fair: 7. On a scale from 0 to 10, I believe most people try to be helpful: 6. I do not consider myself as belonging to any particular religion. On a scale from 0 to 10, I would rate my religiousness as 0. I am quite interested in politics. On a left (0) to right (10) political scale, I would place myself at 7. I voted in the last general election. I voted for Scottish National Party. On a scale from 0 to 10, my trust in parliament is 4. On a scale from 0 to 10, my trust in politicians is 5. I have not felt discriminated against in the last 12 months.",0.5093864798545837,0.5172666311264038,2.4683315753936768,1.2767856121063232,1551,12222,B.
5085,GB,United Kingdom,Male,61.0,1957.0,,UKI,"3-4 year University/CNAA first Degree (BA, BSc., BEd., BEng. etc)",Retired,Professional,Living comfortably on present income,Yes,Yes,No,5.0,Never,2.0,A big city,Yes,"I am a male. I am 61 years old and I was born in 1957. I am single. I am from London. I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is 3-4 year University/CNAA first Degree (BA, BSc., BEd., BEng. etc). I finished my full-time education at age 20. In the last week I have mainly been retired. My occupation is Financial and investment advisers. I have never been a member of a trade union. My household income is in the 5th decile nationally. I would say that we are living comfortably on present income. I would describe my general health as good. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 8. On a scale from 0 to 10, my life satisfaction is 8. I meet socially with friends, relatives or colleagues once a month. On a scale from 0 to 10, I believe most people can be trusted: 4. On a scale from 0 to 10, I believe most people try to be fair: 5. On a scale from 0 to 10, I believe most people try to be helpful: 3. I do not consider myself as belonging to any particular religion. On a scale from 0 to 10, I would rate my religiousness as 0. I am very interested in politics. On a left (0) to right (10) political scale, I would place myself at 5. I voted in the last general election. I voted for Labour. On a scale from 0 to 10, my trust in parliament is 4. On a scale from 0 to 10, my trust in politicians is 7. I have not felt discriminated against in the last 12 months.",1.0187729597091677,0.9052268266677856,2.4683315753936768,2.2344000339508057,1481,12162,B
64409,GB,United Kingdom,Male,,,,UKJ,None of these,Paid work,Plant and machine operator or assembler,Coping on present income,Yes,Yes,No,6.0,Never,2.0,Town or small city,No,"I am a male. I am NA years old and I was born in NA. I am single. I am from South East (England). I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is None of these. I finished my full-time education at age 16. In the last week I have mainly been paid work. My occupation is Bus and tram drivers. I have never been a member of a trade union. I would say that we are coping on present income. I would describe my general health as fair. On a scale from 0 to 10, my life satisfaction is 0. I meet socially with friends, relatives or colleagues once a week. On a scale from 0 to 10, I believe most people can be trusted: 7. On a scale from 0 to 10, I believe most people try to be fair: 7. On a scale from 0 to 10, I believe most people try to be helpful: 7. I do not consider myself as belonging to any particular religion. On a scale from 0 to 10, I would rate my religiousness as 0. I am very interested in politics. On a left (0) to right (10) political scale, I would place myself at 6. I did not vote in the last general election. On a scale from 0 to 10, my trust in parliament is 0. On a scale from 0 to 10, my trust in politicians is 0. I have not felt discriminated against in the last 12 months.",1.0187729597091677,1.0365866422653198,2.4683315753936768,2.5586395263671875,1511,12156,B
44590,GB,United Kingdom,Male,38.0,1981.0,Legally married,UKG,"Foundation Degree (FdA, FdSc etc)",Paid work,Craft or related trades worker,Coping on present income,No,No,No,5.0,Once a week,1.0,Town or small city,Yes,"I am a male. I am 38 years old and I was born in 1981. I am legally married. I am from West Midlands (England). I was not born in this country. I am not a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is Foundation Degree (FdA, FdSc etc). I finished my full-time education at age 19. In the last week I have mainly been paid work. My occupation is Craft and related trades workers. I have never been a member of a trade union. My household income is in the 5th decile nationally. I would say that we are coping on present income. I would describe my general health as good. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 9. On a scale from 0 to 10, my life satisfaction is 8. I meet socially with friends, relatives or colleagues several times a week. On a scale from 0 to 10, I believe most people can be trusted: 5. On a scale from 0 to 10, I believe most people try to be fair: 7. On a scale from 0 to 10, I believe most people try to be helpful: 5. I consider myself as belonging to a particular religion. On a scale from 0 to 10, I would rate my religiousness as 8. I am quite interested in politics. On a left (0) to right (10) political scale, I would place myself at 5. I voted in the last general election. I voted for Liberal Democrat. On a scale from 0 to 10, my trust in parliament is 5. On a scale from 0 to 10, my trust in politicians is 4. I have not felt discriminated against in the last 12 months.",1.0187729597091677,1.652136206626892,2.4683315753936768,4.078020095825195,1409,12398,A
9144,GB,United Kingdom,Male,41.0,1977.0,None of these (NEVER married or in legally registered civil partnership),UKC,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",Paid work,Professional,Living comfortably on present income,Yes,Yes,No,4.0,Never,4.0,Suburbs or outskirts of big city,Yes,"I am a male. I am 41 years old and I was born in 1977. I am never married or in a civil partnership. I am from North East (England). I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates. I finished my full-time education at age 22. In the last week I have mainly been paid work. My occupation is Biologists, botanists, zoologists and related professionals. I have never been a member of a trade union. My household income is in the 7th decile nationally. I would say that we are living comfortably on present income. I would describe my general health as fair. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 5. On a scale from 0 to 10, my life satisfaction is 5. I meet socially with friends, relatives or colleagues once a month. On a scale from 0 to 10, I believe most people can be trusted: 5. On a scale from 0 to 10, I believe most people try to be fair: 6. On a scale from 0 to 10, I believe most people try to be helpful: 5. I do not consider myself as belonging to any particular religion. On a scale from 0 to 10, I would rate my religiousness as 0. I am quite interested in politics. On a left (0) to right (10) political scale, I would place myself at 4. I voted in the last general election. I voted for Liberal Democrat. On a scale from 0 to 10, my trust in parliament is 7. On a scale from 0 to 10, my trust in politicians is 3. I have not felt discriminated against in the last 12 months.",1.0187729597091677,1.0210331678390503,2.4683315753936768,2.520248413085937,1421,12232,A
36082,GB,United Kingdom,Male,57.0,1962.0,,UKK,"Ph.D, D.Phil or equivalent",Paid work,Manager,Living comfortably on present income,Yes,Yes,No,5.0,Never,2.0,A big city,Yes,"I am a male. I am 57 years old and I was born in 1962. I am single. I am from South West (England). I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is Ph.D, D.Phil or equivalent. I finished my full-time education at age 23. In the last week I have mainly been paid work. My occupation is Manufacturing managers. I have never been a member of a trade union. My household income is in the 10th decile nationally. I would say that we are living comfortably on present income. I would describe my general health as very good. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 8. On a scale from 0 to 10, my life satisfaction is 7. I meet socially with friends, relatives or colleagues once a week. On a scale from 0 to 10, I believe most people can be trusted: 6. On a scale from 0 to 10, I believe most people try to be fair: 7. On a scale from 0 to 10, I believe most people try to be helpful: 7. I do not consider myself as belonging to any particular religion. On a scale from 0 to 10, I would rate my religiousness as 3. I am very interested in politics. On a left (0) to right (10) political scale, I would place myself at 5. I voted in the last general election. I voted for Conservative. On a scale from 0 to 10, my trust in parliament is 6. On a scale from 0 to 10, my trust in politicians is 4. I have not felt discriminated against in the last 12 months.",0.5093864798545837,0.3879288136959076,2.4683315753936768,0.9575369358062744,1442,12447,A.
20652,GB,United Kingdom,Female,53.0,1965.0,None of these (NEVER married or in legally registered civil partnership),UKK,"(Modern) Apprenticeship, Advanced (Modern) Apprenticeship, SVQ/NVQ/Key Skills Level 1 and 2, City and Guilds Craft/Inter",Paid work,Clerical support worker,Difficult on present income,Yes,Yes,No,5.0,Never,2.0,Country village,No,"I am a female. I am 53 years old and I was born in 1965. I am never married or in a civil partnership. I am from South West (England). I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is (Modern) Apprenticeship, Advanced (Modern) Apprenticeship, SVQ/NVQ/Key Skills Level 1 and 2, City and Guilds Craft/Inter. I finished my full-time education at age 16. In the last week I have mainly been paid work. My occupation is General office clerks. I am currently a member of a trade union. My household income is in the 5th decile nationally. I would say that we are difficult on present income. I would describe my general health as fair. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 3. On a scale from 0 to 10, my life satisfaction is 2. I meet socially with friends, relatives or colleagues once a week. On a scale from 0 to 10, I believe most people can be trusted: 3. On a scale from 0 to 10, I believe most people try to be fair: 3. On a scale from 0 to 10, I believe most people try to be helpful: 3. I do not consider myself as belonging to any particular religion. On a scale from 0 to 10, I would rate my religiousness as 2. I am hardly interested in politics. On a left (0) to right (10) political scale, I would place myself at 5. I did not vote in the last general election. On a scale from 0 to 10, my trust in parliament is 8. On a scale from 0 to 10, my trust in politicians is 2. I have not felt discriminated against in the last 12 months.",1.0187729597091677,0.7982815504074097,2.4683315753936768,1.9704235792160036,1441,12448,B.
